track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
52KUWZO1AdRXIaIaKZor0R,Hypocrisy,Abducted,Abducted,19,170546,False,0.175,0.95,7,-7.358,1,0.121,0.0,0.846,0.322,0.125,119.416,4,black-metal
09m9jUkYKbSg51QRmIMb29,Whoredom Rife,Dommedagskvad,Cursing the Storm to Come,17,302851,False,0.0698,0.898,0,-5.577,1,0.0882,1.02e-05,0.000406,0.12,0.0326,179.84,3,black-metal
0Fzw0tKc6n5PzjcgXtZFdZ,Division Speed,Division Speed,Snowstorm over Narvik,19,179600,False,0.161,0.927,7,-6.795,1,0.0819,7.38e-05,0.539,0.524,0.0838,110.35,5,black-metal
3e0tyTV5FiV1bcYeRjdDz2,Moonspell,Sin / Pecado,The Hanged Man,18,386333,False,0.404,0.636,4,-8.798,0,0.0325,0.0643,0.653,0.0795,0.0979,140.105,4,black-metal
5S98MKSX7MJKmLTyvNXdg9,Hecate Enthroned,"The Slaughter of Innocence, A Requiem for the Mighty",Beneath a December Twilight,17,410533,False,0.204,0.86,8,-12.73,1,0.0542,3.41e-05,0.886,0.311,0.0832,131.587,4,black-metal
7BNlY7buAtaFvqhXKs6uGV,Moonspell,1755,1 De Novembro,18,233680,False,0.452,0.977,9,-3.574,0,0.0655,6.24e-06,0.734,0.167,0.324,130.013,4,black-metal
49kSKso3XFKUaKp349xwBY,Månegarm,Dödsfärd,I evig tid,18,148981,False,0.287,0.921,7,-6.142,0,0.059,0.000147,0.0,0.216,0.559,89.945,4,black-metal
0P5eb6K1JqpTE2u3qRQSRf,Warmoon Lord,Battlespells,In Perennial Twilight,17,485917,False,0.114,0.808,1,-13.192,1,0.0534,1.62e-06,0.225,0.313,0.0487,159.719,4,black-metal
3Trr6zejOUebGpiTY3ZF5N,Primordial,Redemption at the Puritan's Hand,Bloodied Yet Unbowed,17,527080,False,0.226,0.827,8,-8.358,0,0.0521,2.76e-05,0.103,0.106,0.284,108.142,4,black-metal
1zkGkQ3z8Hv7HMwINGg19B,Impaled Nazarene,All That You Fear,Armageddon Death Squad,44,175293,False,0.22,0.984,9,-4.698,0,0.113,1.07e-06,0.933,0.0544,0.125,184.908,4,black-metal
2jRgjgIPMUbCvWBOVUEDRU,Mord'a'Stigmata,Dreams of Quiet Places,Exiles,17,377457,False,0.188,0.982,4,-5.187,0,0.114,7.33e-05,0.816,0.592,0.0392,131.964,4,black-metal
5hduHc1QcT6s2MuJPQv2I6,Hypocrisy,Virus,Compulsive Psychosis,18,254506,False,0.303,0.971,6,-3.826,1,0.0852,2.55e-06,0.594,0.354,0.14,179.972,4,black-metal
2kjzqEAuCR3Q9a0MGn1KEK,Negator,Panzer Metal,Feuersturm,16,213813,False,0.321,0.989,8,-3.111,0,0.0764,1.33e-06,0.836,0.363,0.0395,109.701,4,black-metal
1t1trD4LtJ2U3n8dzQAoR2,Marduk,Here's No Peace,Woman of Dark Desires,17,270213,False,0.11,0.972,8,-5.783,0,0.0719,2.95e-06,1.72e-05,0.296,0.156,174.131,4,black-metal
5Re6Qmv5A7XuomapVBxxyf,Aversions Crown,Tyrant,Xenoforms,19,251893,True,0.527,0.979,1,-3.508,1,0.208,8.46e-05,0.0444,0.177,0.131,129.949,4,black-metal
3hErTEgACWJyUsRDSNQcDE,Watain,TRIDENT WOLF ECLIPSE,Ultra (Pandemoniac),17,241340,False,0.341,0.946,7,-11.377,1,0.0665,3.32e-06,0.912,0.066,0.064,141.006,4,black-metal
1EcNJPxbjvi4HJ0iPBDkJp,Aversions Crown,Hell Will Come for Us All,Hymn of Annihilation,19,271097,False,0.423,0.978,10,-4.076,1,0.131,0.00165,7.22e-05,0.301,0.0413,120.009,4,black-metal
7wpxUFLO2n6zKzIIQk6Dbd,Månegarm,Fornaldarsagor,Slaget vid Bråvalla,18,302635,False,0.425,0.964,10,-3.955,0,0.0676,3.87e-06,0.000957,0.0724,0.152,140.024,4,black-metal
4OAgWmisw29lzun5bfaUeV,Craft,White Noise and Black Metal,Darkness Falls,17,290400,False,0.107,0.99,8,-5.61,1,0.103,4.47e-06,0.274,0.342,0.186,181.558,3,black-metal
7rQppQkXdaEbQI4wq22I7X,Hypocrisy,The Fourth Dimension / Maximum Abduction,Reborn,19,188000,False,0.315,0.948,8,-7.621,1,0.102,9.69e-05,0.198,0.326,0.318,113.139,4,black-metal
7rXYrysPjh6AHwV2rb2lD5,Hypocrisy,Virus,Incised Before I've Ceased,19,268506,False,0.455,0.978,1,-5.072,1,0.0895,1.38e-06,0.711,0.211,0.141,100.018,4,black-metal
4FyflphvUqX71jrNDqTg4J,Witchery,In His Infernal Majesty's Service,Feed the Gun,17,182600,False,0.375,0.998,2,-2.688,1,0.0952,1.26e-05,0.00114,0.223,0.152,169.939,4,black-metal
5nLRIVvALv61Qc1H9enDWB,Hypocrisy,A Taste of Extreme Divinity,Solar Empire,19,315786,False,0.127,0.983,1,-3.909,1,0.109,2.28e-06,0.675,0.33,0.0585,97.631,1,black-metal
0VC0DRLD9ZkiWZJFZ3AFL3,Enslaved,Riitiir,Veilburner,17,405626,False,0.436,0.93,2,-6.227,1,0.0498,2.12e-06,0.0245,0.263,0.332,120.038,4,black-metal
0msv1I9EMsPZ0NK4pcgtEq,Inquisition,Invoking the Majestic Throne of Satan,Invoking the Majestic Throne of Satan,17,334040,False,0.204,0.962,7,-5.079,1,0.0941,0.00134,0.929,0.0513,0.138,140.079,4,black-metal
0aX0erB1ApGCvLtDoX2p6h,Angelmaker,Twilight,The Great Grey Flame,19,214133,True,0.504,0.992,7,-1.9,1,0.122,0.000112,2.54e-06,0.392,0.235,119.975,4,black-metal
0OI2KyCy0TZnPeLadtl6sI,Månegarm,Ynglingaättens Öde,The Wolfheart (English Version),17,295093,False,0.251,0.96,10,-4.424,0,0.0664,2.53e-05,0.017,0.0795,0.179,105.734,1,black-metal
5IXtD2TsspSRVym4DVgdt8,Inquisition,Black Mass for a Mass Grave,Extinction of Darkness and Light,17,339358,True,0.292,0.984,0,-5.373,1,0.106,3.51e-05,0.211,0.202,0.0358,129.835,4,black-metal
4Xjj5GXm3uQGtkHmmWrLR2,Cradle Of Filth,Damnation And A Day,Thank God For The Suffering,17,373320,False,0.381,0.976,5,-4.982,0,0.108,0.000159,0.0164,0.539,0.207,161.057,4,black-metal
5stvXtndN1qb5ZjfNgvP34,Hypocrisy,Virus,Craving for Another Killing,19,230160,False,0.441,0.996,1,-4.058,0,0.157,1.17e-06,0.00376,0.337,0.0861,114.968,4,black-metal
11SMSHxTMXx5y1IJQ4Lj79,Kvelertak,Nattesferd,Bronsegud,18,177506,False,0.217,0.975,4,-5.444,0,0.103,6.11e-06,0.384,0.371,0.39,185.284,4,black-metal
3D0xB8fSqMyycALgNMpxwM,Moonspell,From Down Below - Live 80 Meters Deep,Without Rule - Live 80 Meters Deep,18,489000,False,0.367,0.879,0,-7.413,1,0.0742,0.000555,0.698,0.963,0.102,139.879,4,black-metal
0y5Rpnq7cT4FA4sbPLMkWo,Kvelertak,Meir,Undertro,18,385853,False,0.469,0.956,9,-5.665,1,0.104,4.3e-05,0.842,0.329,0.175,139.975,4,black-metal
6iqQX4KlFL28KMqiEFMWCQ,Hypocrisy,The Final Chapter,A Coming Race,19,308533,False,0.173,0.89,4,-7.81,0,0.0672,1.52e-06,0.822,0.237,0.091,120.008,4,black-metal
5nYxvboEEXpXPxyrUTrtya,Darkthrone,Hate Them,Det Svartner Nå,17,338173,False,0.288,0.992,1,-4.202,1,0.0808,1.7e-05,0.279,0.12,0.0599,126.17,4,black-metal
6dUcAl6CAbimvdvJ6tM4WK,Portrayal of Guilt,Let Pain Be Your Guide,Your War,19,139840,False,0.254,0.959,10,-4.848,0,0.0815,0.00131,0.298,0.253,0.182,98.506,4,black-metal
2VgyA66xbFdyZ2gBulBA4O,Månegarm,Månegarm,Mother Earth Father Thunder - Bonus Track,18,368250,False,0.424,0.594,0,-8.637,0,0.0391,0.00897,0.056,0.162,0.17,130.001,4,black-metal
3IXIgLjDHoVW7DOsvJKS2a,Entombed,Uprising,Wont't Back Down,18,194080,False,0.0806,0.962,7,-2.794,1,0.0908,1.26e-05,8.22e-05,0.137,0.237,171.653,4,black-metal
3D6ZPZrFk2CHZCJ2STxHW7,Deicide,In the Minds of Evil,In the Minds of Evil,46,233048,False,0.535,0.889,10,-5.547,0,0.0533,9.92e-05,0.41,0.329,0.327,97.493,4,black-metal
4sRWnJytz2RrLZgl1kMlRL,Alcest,Kodama,Eclosion,35,534826,False,0.452,0.553,0,-9.464,0,0.0311,0.00118,0.767,0.0861,0.111,142.589,4,black-metal
3pLd1F8k6ozsPLRutH87iy,Belphegor,Conjuring the Dead,Conjuring the Dead,42,273715,False,0.462,0.968,0,-5.117,1,0.156,1.24e-05,0.603,0.0631,0.0418,124.945,4,black-metal
4Ig4lqvambqo9NPYoDklJe,Alcest,Shelter (Deluxe Edition),La nuit marche avec moi,34,298080,False,0.467,0.814,8,-4.917,0,0.0338,0.0362,0.17,0.147,0.321,126.014,4,black-metal
3gq4nxtnH8HPLj6GgDD4xD,Moribund Oblivion,Manevi,Gecip Gittim,18,301413,False,0.455,0.758,3,-5.164,0,0.0428,1.33e-05,0.0503,0.0898,0.273,140.061,4,black-metal
3AUAvzhXxyTerHasVjjVGc,Behemoth,The Satanist,Ben Sahar,36,334986,True,0.2,0.954,1,-4.717,1,0.121,1.89e-05,0.0139,0.114,0.102,112.063,4,black-metal
2gCqYL6CgWs0ICgIoyJtkV,Deadlife,Where Life Ends,Please Don't Save Me,18,402087,False,0.274,0.219,7,-13.748,0,0.0366,0.88,0.818,0.0879,0.24,79.84,4,black-metal
0VZAhuEaRQbBUOpYJU9I0Y,Gorgoroth,Instinctus Bestialis,Radix Malorum,40,193773,False,0.316,0.858,2,-4.034,1,0.0613,2.43e-06,0.675,0.138,0.306,104.826,5,black-metal
7bj7MeJ2P5SYUyA1cSwZgl,Ajattara,Itse,Yhdeksäs,18,283400,False,0.416,0.936,5,-5.037,0,0.0706,8.56e-06,0.00972,0.285,0.13,142.464,3,black-metal
4XeacvPPCoh3siE3kYt6QQ,Arkona,Lunaris,Lunaris,17,397000,False,0.301,0.892,0,-7.302,1,0.105,0.000106,0.817,0.175,0.0375,120.081,4,symphonic-metal
5wvC3BZ2sIGSN7FGHjqVUL,Shade Empire,Omega Arcane,Malicious Winds,18,320600,False,0.497,0.939,1,-5.595,1,0.0635,2.04e-06,0.967,0.3,0.327,120.04,4,black-metal
1JEbu4sbfwNnjetAaaYGmU,Dimmu Borgir,In Sorte Diaboli,The Serpentine Offering,44,309213,False,0.135,0.964,7,-3.492,0,0.113,3.18e-05,0.0297,0.0731,0.0799,154.486,3,black-metal
65FyljpHxd1m1OeIBiUhDL,Power From Hell,Shadows Devouring Light,The Serpent's Earthly Throne,17,323920,True,0.309,0.937,3,-7.596,1,0.0742,6.55e-06,0.914,0.464,0.0387,110.095,4,black-metal
0l43WOjoQJ2QCfwTmnfph3,Furia,"Marzannie, Krolowej Polski",Wyjcie Psy,17,365906,False,0.343,0.927,0,-4.665,1,0.118,8.97e-05,0.232,0.201,0.105,99.955,3,black-metal
4OufvzIUm5RUveuvVVytNn,Wormwood,Arkivet,My Northern Heart,17,385714,False,0.308,0.901,2,-5.85,0,0.0607,0.000334,5.94e-05,0.0842,0.131,196.059,4,black-metal
1ECLF6uBM6wUeYKGlSRfHy,Sielunvihollinen,Kuolonkylväjä,Uusi Kurja Maailma,18,299365,True,0.461,0.995,2,-3.852,1,0.0774,8.62e-06,0.0674,0.385,0.249,100.004,4,black-metal
46v2WJpCGDbwJOyffZJERL,Truchło Strzygi,Nad Którymi Nie Czuwa Żaden Stróż,Puls Trupa,18,297188,True,0.153,0.907,6,-7.116,1,0.0816,0.000154,0.00625,0.292,0.08,145.796,4,black-metal
5i9LPBnEwrIfikYwASnXjB,White Ward,Debemur Morti,Debemur Morti,17,547384,False,0.14,0.922,4,-7.429,0,0.161,0.000197,0.355,0.0883,0.0398,63.718,4,black-metal
17al11TqKQrLfpmC3dHh3Q,Deafheaven,10 Years Gone (Live),Language Games - Live,17,351719,False,0.197,0.957,5,-5.827,1,0.0969,1e-05,0.924,0.057,0.073,138.224,4,black-metal
1CRI7kAGEROHRF21tjmr98,Der Weg einer Freiheit,Stellar,Verbund,17,210821,False,0.378,0.948,8,-7.797,1,0.0909,1.16e-06,0.902,0.191,0.0736,116.456,4,black-metal
06USlQKH3e6R38Gkl6isul,Furia,Księżyc Milczy Luty,Zwykłe Czary Wieją,17,360013,False,0.362,0.829,7,-6.813,1,0.0365,2.96e-05,0.918,0.0782,0.563,95.002,3,black-metal
6ElxFxCDeAdb9UXsocijNs,Devil Master,Satan Spits on Children of Light,Desperate Shadow,18,180913,False,0.0758,0.994,9,-5.11,1,0.118,1.92e-06,0.814,0.178,0.0732,178.263,4,black-metal
1rd95QjWl1JIZUrA4w6S5g,Behemoth,Opvs Contra Natvram,Off To War!,45,287574,False,0.211,0.966,1,-4.583,1,0.074,1.77e-05,0.0147,0.125,0.162,148.099,4,black-metal
5AhcUnnbNDKR9WDPvnx9Uz,Bucovina,Duh,Vuiet De Negru Izvor,18,138200,False,0.372,0.796,7,-5.632,1,0.0299,2.13e-06,0.732,0.0316,0.152,178.07,4,black-metal
4BqJY518k2fWMqm9CI0KUc,In Twilight's Embrace,Lifeblood,Sedation to Sedition,17,328766,False,0.248,0.845,4,-6.972,1,0.0783,6.72e-06,0.812,0.888,0.23,159.871,4,black-metal
7qg0rl82uh24xFzV6Zi922,Avslut,Tyranni,Stigens ände,17,253610,True,0.397,0.991,0,-7.081,1,0.0791,1.92e-06,0.863,0.096,0.04,91.024,4,black-metal
6S8KgcnCZg3VDzz2d6Mv28,Devil Master,Ecstasies Of Never Ending Night,Never Ending Night,18,334146,False,0.335,0.917,4,-8.788,0,0.0635,4.26e-05,0.827,0.131,0.109,150.456,4,black-metal
2ZlTVC4MXXeTmlSkoAcu9W,Behemoth,I Loved You at Your Darkest,Ecclesia Diabolica Catholica,38,289483,False,0.177,0.919,6,-5.193,1,0.0886,0.000206,0.0453,0.0776,0.129,140.745,4,black-metal
5Vaz1iHgNjvAGNMfpdSBsK,Bölzer,Aura,C.M.E.,17,358666,True,0.164,0.949,1,-11.465,0,0.0709,2.64e-06,0.62,0.22,0.0584,138.396,4,black-metal
0Y32zGpqjKqDVZNelcqILu,Sólstafir,Svartir Sandar,Stormfari,17,217533,False,0.265,0.932,5,-2.794,1,0.123,0.0302,0.434,0.112,0.175,75.024,4,black-metal
4IYykhQKBft7YAM9nlfZVP,Sodom,Bombenhagel,Pestiferous Posse,18,305346,False,0.35,0.985,4,-4.832,0,0.0885,0.000691,0.175,0.106,0.12,105.932,4,thrash-metal
0W7mY6om2ZetMnm9Ra651N,Nachtmystium,Assassins: Black Meddle Pt. I,Ghosts of Grace,17,289133,False,0.268,0.991,2,-5.481,0,0.0565,3.64e-06,0.00369,0.0684,0.191,162.23,4,black-metal
07T0no1kAzs6PghXEK7VLG,Fallujah,Undying Light,Eyes Like the Sun,19,282400,False,0.38,0.947,2,-4.558,0,0.0858,1.55e-05,0.891,0.333,0.166,77.492,4,black-metal
4AF28ndq103b56Tjivd9Tb,Truchło Strzygi,Pora Umierać,Busola Do Nikąd,18,293395,True,0.382,0.837,6,-7.76,1,0.0579,9.16e-05,0.0,0.113,0.0578,128.987,4,black-metal
2usXn7ZNfRyu9W3p8eKrwq,Bucovina,Sub Stele,Soim In Vazduh,18,417025,False,0.497,0.974,0,-5.032,1,0.0821,0.000247,0.349,0.252,0.232,154.991,4,black-metal
6tGaJvoc1MnwnPxogAkgZI,Kvelertak,Meir,Nekrokosmos,18,400960,False,0.174,0.955,9,-5.002,1,0.148,3.08e-05,0.887,0.342,0.0722,157.361,4,black-metal
2Jzph2VXo0D11kBi4LFxCa,Truchło Strzygi,Pora Umierać,Sadystyczny Masowy Mord,18,343250,True,0.221,0.898,8,-9.167,1,0.113,3.11e-05,0.00524,0.766,0.139,153.098,4,black-metal
1VsLooKcj4aeV9BFI2hkj0,Bölzer,Hero,I Am III,17,563226,False,0.228,0.981,7,-6.099,1,0.136,1.86e-05,0.0318,0.192,0.0379,122.936,4,black-metal
0e8fq2R6fTZeJUtWCAVs11,Carach Angren,Lammendam,La Malédiction de la Dame Blanche,17,427506,False,0.25,0.974,1,-5.143,1,0.188,3.61e-05,0.44,0.129,0.104,150.046,3,black-metal
31Mf3aGYOpabMv9Nl6bLPn,Toxic Holocaust,Hell on Earth,Intro,19,86373,True,0.146,0.993,9,-3.506,1,0.091,1.4e-06,0.91,0.266,0.502,190.151,4,black-metal
2wWcoMuSbaYt7EvtlG5Tmb,Incantation,Sect of Vile Divinities,Entrails of the Hag Queen,18,273561,False,0.16,0.912,1,-11.98,1,0.0938,0.000103,0.82,0.293,0.0529,174.657,4,black-metal
3IHmA6byF6VKEebLOKQSQo,Deicide,Till Death Do Us Part,Not As Long As We Both Shall Live,18,305280,True,0.29,0.988,10,-4.11,1,0.156,0.000677,0.857,0.171,0.04,144.949,4,black-metal
0HePrRuNswH5vUk7LgEMDZ,Midnight,Sweet Death and Ecstasy,Poison Trash,18,197224,True,0.111,0.982,8,-3.348,1,0.0949,3.47e-05,0.000157,0.105,0.178,169.426,4,black-metal
2O252lbbCXfgM4xkhLrWD9,Toxic Holocaust,Evil Never Dies,Warfare,19,104493,True,0.341,0.976,2,-5.634,1,0.0716,4.35e-06,0.0125,0.141,0.399,105.38,4,black-metal
7dwfKBpapPPIVXwszKEePy,Winds of Plague,The Great Stone War,Soldiers of Doomsday,19,246506,False,0.477,0.988,2,-3.628,1,0.185,9.46e-06,0.0813,0.258,0.216,140.054,4,black-metal
7vrHbwWSg3GutLqvpX0JQq,Anaal Nathrakh,Desideratum,The One Thing Needful,17,232744,False,0.36,0.729,6,-3.251,1,0.122,6.46e-06,0.894,0.077,0.0764,114.877,4,black-metal
1JrdNQDR2X9ZPSM8slPHHo,Anaal Nathrakh,Desideratum,Desideratum,17,238714,False,0.0871,0.789,6,-3.172,1,0.0738,1.92e-06,0.907,0.101,0.222,173.63,4,black-metal
4t7ngCrzEYXoDPErL6F8VI,Sarcófago,Inri,Christ's Death,18,215173,False,0.261,0.842,11,-9.627,0,0.0562,3.52e-05,0.162,0.365,0.162,122.128,4,black-metal
0cIBOfHKEvwyiAcwlRmylP,Hellripper,Complete and Total Fucking Mayhem,Blood on the Cross,18,121000,True,0.304,0.766,10,-6.837,0,0.0369,7.68e-05,0.449,0.229,0.0978,185.847,4,black-metal
65VvIg0t7E1UR1yJcGPMiD,Midnight,Complete and Total Hell,Hot Graves,17,176040,False,0.269,0.961,1,-4.095,1,0.171,4.01e-05,0.7,0.0488,0.238,152.464,4,black-metal
7GmyHSiCbWEreE4dQCMDtm,Satyricon,Satyricon (Deluxe),Phoenix,41,392200,False,0.544,0.732,10,-6.658,0,0.0365,0.00149,0.25,0.111,0.231,112.998,4,black-metal
2reP1SrOvXsViM6eeLqZmA,Myrkur,Folkesange,House Carpenter,48,218111,False,0.55,0.53,0,-11.147,0,0.0342,0.809,0.00399,0.13,0.545,93.927,4,black-metal
7bwtPl2Ihn4YElAvYA2Ljq,Psychonaut 4,Neurasthenia,Too Late to Call an Ambulance,36,367000,False,0.432,0.927,4,-3.801,0,0.0555,0.00125,0.69,0.339,0.277,119.988,4,black-metal
035mP1ysCkvQE1dB2hsVtt,Angrrsth,Donikąd,Ciało me wklęte,17,299782,True,0.384,0.972,7,-5.699,1,0.0976,4.07e-06,0.796,0.174,0.0514,100.724,4,black-metal
1qXXsm5HOx6lssCY9Sct2E,Ihsahn,Arktis.,Celestial Violence,41,324640,False,0.435,0.498,10,-8.681,1,0.0356,0.00212,0.00748,0.0827,0.0563,138.075,4,black-metal
1kBYtTpdLEb7dkry8HYFJ3,Einherjer,North Star,Stars,17,332213,False,0.47,0.869,2,-8.245,1,0.0376,5.15e-05,0.0914,0.0801,0.448,144.471,4,black-metal
4e4iAJsWibbUk5P7RCL6GQ,Sabbat,Envenom,Satan Bless You,18,188772,False,0.0848,0.991,11,-8.197,0,0.0769,0.00817,0.45,0.219,0.108,178.755,4,thrash-metal
0zmMXLblpkyDhNi2KHKZ2d,Lord Belial,Rapture,Destruction,17,229757,False,0.367,0.982,10,-13.219,1,0.0647,1.72e-06,0.38,0.0467,0.0399,144.981,4,black-metal
7LsTx8jZt8KbQ1b6yB1Pq8,LIK,Misanthropic Breed,Becoming,18,334000,False,0.209,0.931,7,-6.005,1,0.0816,1.54e-06,0.453,0.389,0.272,115.087,4,black-metal
3Ht6WjOHC5f29Tm1x1k6T6,The Spirit,Cosmic Terror,Serpent as Time Reveals,17,383422,True,0.205,0.993,2,-7.262,1,0.158,2.68e-06,0.788,0.21,0.0363,98.978,4,black-metal
7AAhTVkiRA1SppqGAovLVJ,Naglfar,Pariah,A Swarm of Plagues,16,287333,False,0.474,0.994,5,-4.666,1,0.124,0.00325,0.000608,0.498,0.0383,107.014,4,black-metal
46MkRfyd0Cjr1tkJJzjYVU,Wiegedood,De Doden Hebben Het Goed,De Doden Hebben Het Goed,17,413226,False,0.201,0.979,8,-2.909,1,0.159,5.72e-05,0.949,0.113,0.0244,132.731,4,black-metal
36zvc0lmTiJBQ6ALpgqNMM,In The Woods...,Pure,Cult of Shining Stars,17,355386,False,0.374,0.916,8,-7.127,0,0.0722,1.77e-05,0.87,0.11,0.219,135.03,4,black-metal
6kYGUoIczys9WNpuQGBdoG,Urgehal,Goatcraft Torment,Selvmordssalme,16,360000,False,0.0679,0.917,9,-6.398,1,0.0686,1.51e-06,0.000689,0.211,0.194,184.386,4,black-metal
2Gtp87IUoYtDVdBqHMC9Dc,Der Tod und die Landsknechte,Allzeit Bereit,Allzeit Bereit,18,224672,True,0.405,0.984,2,-5.425,1,0.089,2.69e-05,1.9e-05,0.152,0.242,169.995,4,black-metal
7cHlzfauy7MZYQyOzldnBs,Naglfar,Harvest,Way of the Rope,16,356560,False,0.215,0.956,11,-6.195,1,0.0975,1.56e-06,0.87,0.119,0.176,129.865,4,black-metal
754CFRHbBPArTRahWMzloO,Totenwache,Der Schwarze Hort,Gloria Antichristi,17,548040,False,0.355,0.976,9,-7.579,0,0.0847,5.6e-06,0.913,0.0946,0.0642,149.983,4,black-metal
7FCywPUtOExT6UHSOWjTDg,Triptykon,Eparistera Daimones,In Shrouds Decayed,17,415933,False,0.487,0.456,9,-7.037,1,0.0349,0.00663,0.00962,0.119,0.037,118.035,4,black-metal
3hnRbKie2CrjJmpAd30JlD,Hypocrisy,The Arrival,Eraser,49,266520,False,0.429,0.951,7,-4.971,1,0.0581,0.000379,0.468,0.116,0.183,100.01,4,black-metal
6PIjdB2xzf6BTGdSk6EU2k,Hypocrisy,Abducted,Killing Art,18,176373,True,0.175,0.962,10,-7.383,0,0.148,2.06e-06,0.703,0.263,0.211,122.922,4,black-metal
2fJ448Aj8oYxHKILgqr6Bx,Ninkharsag,Blood Of Celestial Kings,The Sicarii,17,222880,False,0.172,0.951,6,-5.129,0,0.0992,0.0,0.886,0.115,0.197,122.02,4,black-metal
22gqvbY26PtNBdBDVZ2uEx,Gruzja,I iść dalej,Jego głos,18,188966,False,0.342,0.998,6,-4.212,0,0.134,1.45e-05,0.00235,0.355,0.0419,134.404,4,black-metal
4cUOqKvUGPFyqI37zTg3s5,Dødheimsgard,Monumental Possession (Anniversary Edition),The Crystal Specter,17,230453,False,0.121,0.975,5,-7.291,1,0.19,9.25e-06,0.544,0.151,0.0793,157.537,4,black-metal
0khKzFdTDfzIcEIYQQiRFq,Sargeist,Satanic Black Devotion,Glorification,17,250893,False,0.163,0.998,2,-6.162,1,0.13,4.55e-05,0.946,0.395,0.032,150.806,4,black-metal
4EDwQeE1ebbQr1I0ARcleQ,Woods Of Ypres,Woods III: Deepest Roots And Darkest Blues,December In Windsor,18,180600,False,0.491,0.773,6,-4.972,0,0.0291,0.0028,0.766,0.0853,0.518,105.021,3,black-metal
2vD1HQzKHPAYpgtUNozpPi,Graveland,Thousand Swords,The Dark Battlefield,16,477693,False,0.152,0.993,7,-12.671,0,0.0657,1.5e-05,0.689,0.476,0.0387,145.986,1,black-metal
6sk5whQY8BNVqodOygHYpM,Cruel Force,The Rise Of Satanic Might,Forces Of Hades,17,137760,True,0.156,0.997,1,-5.26,0,0.22,1.45e-06,0.384,0.0682,0.0594,148.712,4,black-metal
72U9ZWsYe3lWRjER7n5xX5,Velho,Vida Longa ao Primitivo,O Único Caminho,18,153253,True,0.159,0.949,2,-3.544,1,0.058,1.01e-06,0.613,0.223,0.477,144.244,4,black-metal
0mGVuSHZ6y76GBhfnI61rn,Woods Of Ypres,Pursuit Of The Sun & Allure Of The Earth,The Sun Was In My Eyes: Part One,18,389653,False,0.341,0.905,1,-7.834,1,0.135,0.00142,0.0132,0.488,0.2,119.956,4,black-metal
5lKeJIU0KnJZEF2FE76B3y,Samael,Telepath,Telepath,16,215480,False,0.518,0.971,2,-3.296,1,0.118,0.00266,0.00191,0.0735,0.304,145.811,4,black-metal
7sMxOsVRhzYk6BImA4QJKA,Mutiilation,"Remains of a Ruined, Dead, Cursed Soul","Travels to Sadness, Hate & Depression",16,473640,True,0.164,0.999,8,-6.602,1,0.086,0.00934,0.0681,0.218,0.0245,134.93,4,black-metal
1EhGVajl6H7weP0EtryyCQ,Samael,Hegemony,Black Supremacy,16,230716,False,0.412,0.997,5,-4.912,0,0.102,1.99e-05,0.349,0.263,0.0743,146.054,4,black-metal
0AztRLpG7Oom6pJU3EGih9,Samael,Worship Him,Rite Of Cthulhu,17,120440,False,0.259,0.79,10,-8.066,0,0.0375,0.000896,0.89,0.115,0.0614,152.502,4,black-metal
66ul4n9S4ZNukykUKJhYoV,Hypocrisy,The Final Chapter,Dominion,19,213866,False,0.367,0.962,7,-6.568,1,0.0842,1.11e-06,0.898,0.199,0.294,97.105,4,black-metal
5VPS2mSgfIyp7Y45WRcV8w,Hypocrisy,Abducted,Buried,18,191226,True,0.222,0.986,2,-9.135,1,0.0822,0.0,0.828,0.153,0.0545,154.426,4,black-metal
0FCL3NjQXzB3Jnb89c5Jx9,Carpathian Forest,"Through Chasm, Caves And Titan Woods",Journey Through the Cold Moors of Svarttjern,16,331773,False,0.347,0.45,2,-17.447,1,0.0304,0.00982,0.0102,0.115,0.185,80.15,4,black-metal
1ylg0BlxPEnNvWRNY3FaQl,Hypocrisy,End of Disclosure,The Return,18,366823,False,0.432,0.894,3,-7.934,0,0.0666,9.8e-05,0.777,0.112,0.0954,115.1,4,black-metal
2OcIi927kIz5SQ7JCAPVr2,Carpathian Forest,Fuck You All,Everyday I Must Suffer!,16,257413,False,0.307,0.981,8,-5.591,0,0.0799,1.58e-06,0.819,0.207,0.227,77.526,4,black-metal
4KOp2vA1oaSjfhZM2KvDe5,Old Man's Child,Vermin,War of Fidelity,16,258493,False,0.365,0.958,4,-5.302,1,0.158,1.35e-05,0.135,0.0186,0.127,99.971,3,black-metal
7hWiFbEdLjzU9SJqtjJTB6,Hypocrisy,The Final Chapter,Inseminated Adoption,18,274800,False,0.375,0.972,4,-7.085,0,0.0836,1.47e-06,0.755,0.0616,0.341,94.94,4,black-metal
4xshf6LfP4rbee8bIu8CUL,Samael,Aeonics - An Anthology,Rebellion,16,206106,False,0.444,0.88,6,-6.912,0,0.0399,2.74e-06,0.242,0.254,0.444,112.009,4,black-metal
4tJF9XMeDBrNwAiXcwn2Om,Old Man's Child,Vermin,Enslaved and Condemned,16,254960,False,0.216,0.963,0,-4.92,0,0.0988,0.000163,0.639,0.325,0.144,131.686,4,black-metal
