track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
4AF27ulAT3STiX4YcmyZfE,Goretrade,Ten Years Trading... (Bonus Remastered),Cannibal Instinct (Bonus Remastered),34,175348,True,0.288,0.976,7,-5.544,1,0.139,2.47e-06,0.943,0.445,0.349,142.201,3,death-metal
4SkXeoVShiJY17DfB1hp4p,Brownout;Brown Sabbath,"Brownout Presents Brown Sabbath, Vol. II",Snowblind,17,375112,False,0.438,0.737,1,-6.648,0,0.0335,0.00038,0.00358,0.339,0.402,113.957,4,thrash-metal
5EtMSb48HPvR3cV7CkEKvX,Therion,Theli,Invocation of Naamah,24,329360,False,0.403,0.727,6,-7.943,0,0.0372,0.000337,0.00218,0.199,0.141,83.934,4,symphonic-metal
2UbIZiTmozBrmceDdjqqOY,Aversions Crown,Hell Will Come for Us All,Scourge of Violence,20,250377,False,0.38,0.967,1,-3.779,1,0.1,0.00144,8.49e-06,0.111,0.103,135.08,4,death-metal
7j6b1wVBo73RNkNHFtERPb,Nightwish,Over The Hills And Far Away,Walking In The Air - Live,23,310773,False,0.253,0.695,2,-6.866,0,0.0371,0.0265,0.00142,0.945,0.312,119.181,4,symphonic-metal
2o3OUVwsBPBypjRQObZsVj,Within Destruction,Lotus,Lotus,47,212858,True,0.33,0.97,8,-4.042,1,0.182,2.77e-05,0.000117,0.355,0.251,82.862,4,death-metal
6ya3TJYVQfmfpgXdrQlicL,Samael,Worship Him,Morbid Metal,17,294746,False,0.241,0.948,11,-6.984,1,0.114,0.000386,0.614,0.0994,0.0908,139.939,4,black-metal
5awljpWNO5TpXCyjpvCBbs,Testament,The Ritual,Return to Serenity,53,390800,False,0.294,0.613,1,-10.527,1,0.0384,0.235,0.000494,0.139,0.228,112.385,3,thrash-metal
6V3SNkvi4BnfmZU0j7s9TQ,Cannibal Corpse,Torture,Scourge of Iron,55,284400,False,0.446,0.977,10,-5.036,0,0.0781,0.000535,0.472,0.105,0.339,172.059,4,death-metal
4m6sjTCSlVKhy91fE4ZmBI,Liferuiner,No Saints,I Don't Need to Be Straight Edge to Be Better Than You,22,149906,False,0.291,0.786,6,-5.667,1,0.086,1.14e-05,0.446,0.379,0.358,169.085,3,death-metal
2dXsILW8gzkosqleHAvl0v,Metallica,Ride The Lightning (Remastered),For Whom The Bell Tolls - Remastered,73,309973,False,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,4,thrash-metal
5CG9qgl3R1zlKbK6sb9q4Z,Toxic Holocaust,Hell on Earth,Send Them to Hell,21,187533,True,0.324,0.989,9,-3.044,1,0.234,5.1e-05,0.0389,0.113,0.334,178.297,4,black-metal
7aMY3p166A7gDvbugcE2Ao,Xandria,Ravenheart,Eversleeping,39,220040,False,0.501,0.339,7,-9.22,0,0.03,0.905,0.000105,0.104,0.133,130.026,4,symphonic-metal
2kcuxvwKb1EP6y15xOF0dP,In Flames,Colony,Pallar Anders Visa,41,101266,False,0.447,0.311,6,-14.888,0,0.0412,0.034,0.791,0.215,0.237,154.91,4,death-metal
4QN84nnyjO2fhZMbrQJk1g,Annihilator,Metal,Alison Hell,0,300746,False,0.382,0.979,1,-6.113,0,0.0623,0.000213,0.00328,0.17,0.122,101.784,4,thrash-metal
0t8rptID6gfVZ2oHat2Omj,Nightwish,Highest Hopes-The Best Of Nightwish,Sleeping Sun - 2005 Version,38,264680,False,0.402,0.5,2,-8.18,0,0.0313,0.0443,0.000136,0.0948,0.0729,110.38,4,symphonic-metal
1pm19jjuM0shHxBGUn619j,Epica;Roy Khan,Live At Paradiso,Trois Vierges - Live At Paradiso,25,312125,False,0.194,0.325,1,-11.794,1,0.0339,0.755,0.0,0.796,0.271,91.343,3,symphonic-metal
6bcIyAwnUIF34YelBWqMrS,Therion,Les Épaves,L'amour est bleu - Mellow Version,22,207306,False,0.556,0.675,7,-5.169,1,0.0238,0.0248,0.0016,0.144,0.357,105.024,4,symphonic-metal
3niz4765xdQsl0DSMf4DIx,Rotting Christ,Rituals,Ze Nigmar,44,283380,False,0.414,0.827,5,-4.871,1,0.0518,2.35e-05,0.634,0.359,0.155,123.992,4,black-metal
5KZZjIPQbnBGbi6y4DEm9H,THOUSAND EYES,BETRAYER,Bastard Angel,21,200613,False,0.435,0.996,4,-2.055,0,0.111,1.19e-06,0.945,0.175,0.123,104.977,4,death-metal
0QSx3sQoHPNUfg2vwh5tOi,Therion,Theli,Nightside of Eden,25,449280,False,0.439,0.739,9,-7.746,1,0.0339,0.000155,0.0458,0.227,0.308,138.986,4,symphonic-metal
2gG1YLJfNnuPW8AYNUsaM4,The Browning,Release Your ANGER,Final Breath,0,217371,False,0.137,0.946,7,-4.628,1,0.0988,0.00243,0.00444,0.168,0.171,175.02,4,death-metal
5MuWGLrqeqYEcpqWMq5M1w,Asking Alexandria,The Black,I Won't Give In,60,229600,False,0.428,0.914,2,-3.017,1,0.0762,0.00594,0.0,0.309,0.494,74.989,4,symphonic-metal
0IVdlBreRkZn0ftoUwB0T6,Cradle Of Filth,Midian,Her Ghost in the Fog,48,384813,False,0.379,0.996,2,-3.023,0,0.285,0.00457,9.26e-06,0.0981,0.0386,128.049,4,black-metal
7MvuFyAPlXazo6NUuei5Di,Therion,Les Fleurs du mal,Lilith,26,148626,False,0.328,0.8,7,-4.682,1,0.0374,0.00193,0.00171,0.265,0.428,81.455,4,symphonic-metal
4rdkmnF3PNXwb9lzShTeIv,Vermilia,Kätkyt,Vedestä Vieraantunut,17,395066,False,0.169,0.878,9,-5.34,1,0.0542,6.37e-06,0.625,0.389,0.306,103.0,4,black-metal
4N4N0iUDXixLEm7RIIVBJt,Visions of Atlantis,Pirates,Melancholy Angel,49,235520,False,0.544,0.888,2,-8.452,0,0.0355,0.000111,4.71e-06,0.215,0.599,126.001,4,symphonic-metal
19CKLFb8SrjZ3IlpalE3RU,Nightwish,Decades,"Nightwish - Demo, Remastered",22,348581,False,0.593,0.378,9,-12.861,0,0.0353,0.492,0.000778,0.112,0.0431,121.176,4,symphonic-metal
45eGeRq5VjhY6RTN1TOefI,Arch Enemy,War Eternal,You Will Know My Name,51,277320,False,0.35,0.947,11,-5.126,0,0.0749,0.000137,0.0196,0.128,0.104,137.137,4,death-metal
1EcNJPxbjvi4HJ0iPBDkJp,Aversions Crown,Hell Will Come for Us All,Hymn of Annihilation,19,271097,False,0.423,0.978,10,-4.076,1,0.131,0.00165,7.22e-05,0.301,0.0413,120.009,4,black-metal
2rRR9o5zjuSUwrspfyXKPr,I AM,Eternal Steel,Heaven on Earth,27,209346,False,0.185,0.937,5,-2.979,1,0.0799,8.28e-05,0.862,0.125,0.0599,80.13,4,black-metal
799XxzSlWNYkuWJxUbuGnF,Metallica,"Stranger Things: Soundtrack from the Netflix Series, Season 4",Master of Puppets,69,514479,False,0.538,0.868,4,-7.357,0,0.0377,0.000599,0.482,0.199,0.556,105.164,4,thrash-metal
2tsJUuft7vX6VvmnHJuh68,Therion,Beloved Antichrist,Garden of Peace,18,205413,False,0.388,0.578,0,-8.897,1,0.0287,0.000513,0.351,0.122,0.22,88.006,3,symphonic-metal
2OoS1aZFAFscH1cUiKlazH,Sepultura,Chaos A.D.,Refuse / Resist,57,199226,True,0.475,0.953,2,-6.951,1,0.15,0.000291,0.00338,0.104,0.232,118.033,4,thrash-metal
17ySQqgJDkPGjtGTIqZAV0,Nightwish,Metal Rock Cavalcade I,10th man down,21,323040,False,0.493,0.911,9,-3.861,0,0.0584,0.0024,0.038,0.0775,0.295,125.799,4,symphonic-metal
5uh9wvwU20dUHQXo6eAVhG,Therion,Les Fleurs du mal,En Alabama,22,157440,False,0.497,0.919,8,-2.693,0,0.0297,6.95e-05,0.323,0.0565,0.643,101.984,4,symphonic-metal
2Zm58KSh6PsjO87B9ut5SM,We Butter The Bread With Butter,Der Tag an dem die Welt unterging,Wir gehen an Land,34,144552,False,0.524,0.941,10,-3.762,1,0.0438,0.000273,0.345,0.396,0.346,109.96,4,death-metal
3337Hpv6XBBEWLwoRsSMxT,Tersivel,For One Pagan Brotherhood,Cruzat Beer House Song,16,241951,False,0.419,0.877,7,-5.468,1,0.102,0.0285,0.00088,0.712,0.397,170.025,4,black-metal
6WNI9ZetcgXFiISYuJAy6O,Horn,Verzet,Alpenrekorder,19,349565,False,0.402,0.882,11,-6.35,0,0.0446,6.14e-05,0.213,0.273,0.408,90.025,4,black-metal
2iA4neLS2rg1dlciGgmt4X,Megadeth,Release Your ANGER,Symphony Of Destruction,0,246733,False,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4,thrash-metal
4cmvCy1qP351G79TVpv3cc,Noxa,Propaganda,Negri Kaya,22,121506,True,0.24,0.975,1,-3.231,1,0.126,0.000434,0.000767,0.191,0.41,155.13,4,death-metal
1erRDf98WX0VllciGPYO1H,Sepultura,Arise,Arise,54,198226,False,0.372,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,thrash-metal
4IYykhQKBft7YAM9nlfZVP,Sodom,Bombenhagel,Pestiferous Posse,18,305346,False,0.35,0.985,4,-4.832,0,0.0885,0.000691,0.175,0.106,0.12,105.932,4,thrash-metal
29mVc6JEoHcHrTzJGSTuz0,Nightwish,Imaginaerum (The Score),Orphanage Airlines,21,274240,False,0.144,0.327,5,-13.468,0,0.0467,0.556,0.865,0.116,0.123,75.915,4,symphonic-metal
0di1fFxZ2v814evMbAvnzI,Aversions Crown,Tyrant,Earth Steriliser,21,212613,False,0.447,0.983,7,-2.892,1,0.175,0.000231,0.845,0.107,0.0558,140.026,4,death-metal
5a2hIQWInPjqkkFiUEgxoX,Megadeth,Peace Sells...But Who's Buying (25th Anniversary),Peace Sells - Remastered,63,244160,False,0.322,0.932,4,-4.252,0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,4,thrash-metal
54nsNmxvp1ZxWcbKTcJynp,Arch Enemy,Deceivers,"Deceiver, Deceiver",55,231773,False,0.185,0.983,1,-7.301,1,0.235,1.66e-05,0.191,0.197,0.102,178.864,4,death-metal
5UEQgrbhzRSn61cawiXtOP,Nightwish,Oceanborn,Passion And The Opera,22,290626,False,0.526,0.944,9,-3.301,1,0.0461,0.000175,0.0376,0.333,0.441,126.587,4,symphonic-metal
7KUY10mUbRZuXOlogTckjN,Toxic Holocaust,Chemistry of Consciousness,I Serve...,19,150520,False,0.135,0.988,9,-4.885,0,0.163,1.68e-06,0.163,0.125,0.202,94.429,4,black-metal
6KqSLa2tVMwtbVGPwss78F,Xandria,Neverworld's End,Euphoria,22,270253,False,0.471,0.895,7,-3.538,0,0.0462,0.00127,0.624,0.092,0.407,94.983,4,symphonic-metal
3iUJrkMilUVkUKtYZK7Th4,Exodus,Tempo of the Damned,Blacklist,57,376920,False,0.534,0.969,3,-3.378,1,0.0535,0.000359,0.564,0.269,0.598,75.005,4,thrash-metal
06WUUNf7q18NZfjIsQFsfa,Slayer,Repentless,Delusions of Saviour,73,115413,False,0.223,0.805,8,-8.969,1,0.037,0.000179,0.814,0.0849,0.25,168.165,4,thrash-metal
28WmNsclKsrVmdv3tDmoYU,Metallica,Kill 'Em All (Remastered),Seek & Destroy - Remastered,69,414720,False,0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,4,thrash-metal
4yUk1knKtOuUEPT2iy85Xp,Halestorm,Metal,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,symphonic-metal
3XclwoQxz4p6Dl7VUf90KW,Black Sabbath,Black Sabbath,N.I.B. (2009 - Remaster),30,366173,False,0.463,0.552,4,-9.403,0,0.0605,0.141,9.66e-06,0.129,0.421,105.495,4,thrash-metal
2iA4neLS2rg1dlciGgmt4X,Megadeth,Release Your ANGER,Symphony Of Destruction,0,246733,False,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4,thrash-metal
4vWB3h09KFwuS62Ex7NllR,Infant Annihilator,The Elysian Grandeval Galèriarch,Soil the Stillborn,46,239696,True,0.236,0.981,6,-2.635,1,0.299,7.94e-06,0.874,0.325,0.134,160.114,4,thrash-metal
5uh9wvwU20dUHQXo6eAVhG,Therion,Les Fleurs du mal,En Alabama,22,157440,False,0.497,0.919,8,-2.693,0,0.0297,6.95e-05,0.323,0.0565,0.643,101.984,4,symphonic-metal
1XIlhPjBt4udymVWzcPrwm,Deafheaven,Sunbather,Sunbather,41,616786,False,0.106,0.804,4,-4.727,0,0.0734,3.25e-06,0.908,0.31,0.112,154.99,4,black-metal
31Mf3aGYOpabMv9Nl6bLPn,Toxic Holocaust,Hell on Earth,Intro,19,86373,True,0.146,0.993,9,-3.506,1,0.091,1.4e-06,0.91,0.266,0.502,190.151,4,black-metal
5l4DU5tgUtLqFSxir6y0dp,Asking Alexandria;Within Temptation,Faded Out (feat. Within Temptation),Faded Out (feat. Within Temptation),65,185542,False,0.478,0.937,8,-4.775,1,0.0938,0.000151,0.0,0.198,0.526,74.966,4,symphonic-metal
13ORo6nuNhNLniacmJVocI,Deicide,Serpents of the Light,The Truth Above,20,165573,False,0.243,0.968,1,-5.706,1,0.135,0.00966,0.952,0.162,0.0792,100.255,4,death-metal
3U9gogDStAfWxSm91PJuxb,Slayer,South Of Heaven,South Of Heaven,64,298533,True,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,4,thrash-metal
5hLmTzCYcDgk5Xg65ZR1mv,Undeath,It's Time...To Rise from the Grave,Human Chandelier,22,233237,False,0.213,0.948,1,-5.977,1,0.137,0.000761,0.428,0.385,0.133,102.935,4,death-metal
2VvmryAbIRod1FwZHtwqC5,Nightwish,Highest Hopes-The Best Of Nightwish,Wish I Had An Angel,60,243213,False,0.438,0.936,0,-6.465,1,0.0533,9.68e-06,0.029,0.47,0.58,79.512,4,symphonic-metal
57iwwyZCpRRrg1Szgx80Ep,Signs of the Swarm,Vital Deprivation,Malformed Dissonance,21,155122,False,0.432,0.988,5,-3.044,1,0.19,0.000269,0.707,0.201,0.109,120.007,4,death-metal
2VgyA66xbFdyZ2gBulBA4O,Månegarm,Månegarm,Mother Earth Father Thunder - Bonus Track,18,368250,False,0.424,0.594,0,-8.637,0,0.0391,0.00897,0.056,0.162,0.17,130.001,4,black-metal
20hf3JXH3YwuWZlpHKW0vd,Incantation,Sect of Vile Divinities,Ritual Impurity (Seven of the Sky is One),18,195217,False,0.196,0.897,0,-11.85,1,0.081,2.22e-05,0.905,0.154,0.063,99.168,4,black-metal
3pEVBh8MTdpOvVsWrC8Tsr,Nightwish,Oceanborn,The Pharaoh Sails To Orion,22,386519,False,0.346,0.967,2,-3.01,0,0.0613,8.9e-06,0.555,0.713,0.299,157.507,4,symphonic-metal
4cJhBmeJ7KiBeuy7oxRnZ3,Slayer,Show No Mercy,Black Magic,54,243360,False,0.148,0.908,9,-7.336,1,0.117,4.66e-06,0.614,0.0723,0.0707,93.888,4,thrash-metal
6FmQMYlxRl56FIgOwvRBil,Whoredom Rife,Pakt,En Lenke Smidd I Blod,16,396210,False,0.355,0.952,6,-6.477,0,0.0814,4.19e-06,0.176,0.36,0.0362,94.972,3,black-metal
1CWbHFlEu2B9vgdhlvXZD3,Therion,Les Fleurs du mal,Wahala manitou,21,152880,False,0.538,0.937,7,-3.27,1,0.0468,0.00223,0.000895,0.124,0.475,120.016,3,symphonic-metal
2k96T62rRwtvgFk7Uatx2G,Sodom,Code Red,Addicted to Abstinence,22,126573,False,0.365,0.973,10,-6.117,1,0.242,3.23e-05,1.73e-06,0.0969,0.301,165.225,4,thrash-metal
5DLN0LQbIAD28k53GJfRPq,Anthrax,Halloween Metal Nights,Indians,1,341066,False,0.349,0.983,4,-5.969,0,0.0564,0.00065,0.000892,0.0365,0.422,105.571,4,thrash-metal
2t1G0rDxUY9zjML3f5mObb,In Flames,"I, the Mask",I Am Above,58,229816,False,0.545,0.977,10,-5.033,0,0.106,3.12e-05,4.38e-06,0.0704,0.172,120.018,4,death-metal
4vK7YxgpYLEU97fA3M3EeI,Watain,The Wild Hunt,They Rode On,43,522813,False,0.295,0.44,4,-9.151,0,0.0314,4.16e-05,0.498,0.0811,0.039,133.988,3,black-metal
25aS4iKJ3DXGN3hpZD9P9W,Skyforger,Kurbads,The Devil Slayer,16,305213,False,0.468,0.997,11,-4.756,0,0.172,3.88e-06,0.696,0.154,0.0389,150.006,4,black-metal
2aaClnypAakdAmLw74JXxB,Sepultura,Metal,Arise,0,198226,False,0.371,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,thrash-metal
60e7mapCS3fWZQukjLXU1H,Chapel Of Disease,"...And as We Have Seen the Storm, We Have Embraced the Eye",Song of the Gods,20,432106,False,0.199,0.953,7,-6.771,0,0.126,4.24e-05,0.745,0.114,0.136,151.273,4,death-metal
6PkOmPMlH5nPFeoCPU0lo2,Nightwish,Highest Hopes-The Best Of Nightwish,Nemo,59,273626,False,0.498,0.745,3,-6.537,1,0.0351,0.000167,0.000136,0.0681,0.346,125.014,4,symphonic-metal
5dopdQjLF5kwXNBBSFLr5E,Belphegor,The Last Supper (Remastered 2021),The Last Supper - Remastered 2021,16,237826,True,0.099,0.974,8,-3.688,1,0.0931,3.77e-06,0.843,0.0547,0.147,166.572,4,black-metal
6UWH9wCKReQNgHHajRCJ3Y,Hulder,Godslastering: Hymns of a Forlorn Peasantry,De Dijle,17,392577,False,0.225,0.25,3,-14.85,1,0.0385,0.921,0.971,0.382,0.0395,124.915,4,black-metal
7uQF7RMPg9ffIRYIFdDsAJ,The Black Dahlia Murder,Miasma,Novelty Crosses,29,231626,False,0.282,0.989,7,-4.899,1,0.0887,2.89e-05,0.00292,0.392,0.104,105.285,4,death-metal
2MuWTIM3b0YEAskbeeFE1i,Metallica,Master Of Puppets (Remastered),Master Of Puppets,81,515386,False,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4,thrash-metal
0SsQVboirFwfhet6WXUoCk,Therion,Crowning of Atlantis,Mark of Cain,20,301293,False,0.567,0.83,2,-4.733,1,0.0322,3.83e-05,0.47,0.276,0.465,120.003,4,symphonic-metal
4IUx4rx5SGWSodHpaSvBFO,Nightwish,Hell Rock 2022,End Of All Hope,30,233800,False,0.477,0.946,5,-6.734,1,0.043,6.14e-05,0.0271,0.333,0.559,79.945,4,symphonic-metal
6QbM4HWbXwOyHLhgLXwjwW,Kampfar,Mellom Skogkledde Aaser,Valdogg,15,526933,False,0.235,0.998,9,-6.489,1,0.139,0.00334,0.094,0.34,0.0256,122.277,4,black-metal
39CWhngoWrX3oxZM8Y15H0,Hypocrisy,End of Disclosure,Tales of Thy Spineless,25,276324,False,0.169,0.958,10,-5.11,0,0.13,1.87e-06,0.703,0.171,0.139,110.0,3,death-metal
1R2I1JasOG1PibcUUitvQG,DeadSquad,Horror Vision (original version 2009),Horror Vision,24,244720,True,0.278,0.945,1,-6.767,1,0.16,0.00346,3.12e-05,0.363,0.0706,139.6,4,death-metal
1ZlTDTGu86Bxf0RQX2RjMz,Miss May I,Curse Of Existence,Into Oblivion,53,255573,False,0.284,0.973,11,-2.558,0,0.111,1.07e-05,0.0,0.51,0.0821,149.065,4,death-metal
5izs4NElu6H1qZe1xtP4xO,Epica,We Will Take You With Us,Cry For The Moon - Sahara Dust Demo,21,405986,False,0.427,0.625,2,-9.084,0,0.0272,0.108,0.0133,0.0956,0.192,89.978,4,symphonic-metal
51TG9W3y9qyO8BY5RXKgnZ,Megadeth,Countdown To Extinction,Symphony Of Destruction,74,246733,False,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,thrash-metal
0bKs1y9PTFBddM9qj0JGvb,Dimmu Borgir,Puritanical Euphoric Misanthropia,Puritania,54,186488,False,0.303,0.969,8,-2.466,1,0.162,9.03e-05,0.844,0.417,0.163,109.384,5,death-metal
5UEQgrbhzRSn61cawiXtOP,Nightwish,Oceanborn,Passion And The Opera,22,290626,False,0.526,0.944,9,-3.301,1,0.0461,0.000175,0.0376,0.333,0.441,126.587,4,symphonic-metal
3Tg8JctqoeIwZ3Rue8BjaI,Sepultura,Roots,Ratamahatta,56,270640,False,0.53,0.95,10,-5.402,0,0.0959,0.00801,0.205,0.33,0.411,112.627,4,thrash-metal
0bKs1y9PTFBddM9qj0JGvb,Dimmu Borgir,Puritanical Euphoric Misanthropia,Puritania,54,186488,False,0.303,0.969,8,-2.466,1,0.162,9.03e-05,0.844,0.417,0.163,109.384,5,black-metal
2O252lbbCXfgM4xkhLrWD9,Toxic Holocaust,Evil Never Dies,Warfare,19,104493,True,0.341,0.976,2,-5.634,1,0.0716,4.35e-06,0.0125,0.141,0.399,105.38,4,black-metal
1nLF4GpaJe54kjjBVxIBRS,Bathory,Blood Fire Death,A Fine Day to Die,48,516266,False,0.232,0.931,9,-8.804,1,0.0808,0.00413,0.756,0.0927,0.0371,122.684,4,black-metal
6lkVbijlh932FSS2I0gDrR,Nightwish,HUMAN. :II: NATURE.,How's the Heart?,52,302179,False,0.543,0.643,2,-8.649,0,0.0278,0.00448,9.51e-06,0.111,0.272,104.006,4,symphonic-metal
4WJTKbNJQ41zXnb84jSWaj,Sepultura,Groove Metal Roots & Branches,Roots Bloody Roots,0,212253,False,0.435,0.874,0,-6.664,1,0.123,0.000337,0.0419,0.311,0.265,120.167,4,thrash-metal
5sq6Fz0psTD6dNEe2eWvzQ,Brujeria,Brujerizmo,La Traicion,22,117200,False,0.388,0.93,6,-5.208,1,0.17,0.00906,0.00128,0.527,0.502,193.49,4,death-metal
2m6WXxZmtDQLXVNrL4HOsM,Sepultura,Under a Pale Grey Sky (Live),Orgasmatron - Live Under a Pale Grey Sky,22,396000,False,0.353,0.942,7,-4.512,1,0.081,0.0317,5.79e-05,0.771,0.172,82.549,4,thrash-metal
3pEVBh8MTdpOvVsWrC8Tsr,Nightwish,Oceanborn,The Pharaoh Sails To Orion,22,386519,False,0.346,0.967,2,-3.01,0,0.0613,8.9e-06,0.555,0.713,0.299,157.507,4,symphonic-metal
57I1oA81h7ZrvrWkcWKwSU,Heaven Shall Burn,Veto,You Will Be Godless,22,190613,False,0.454,0.987,8,-4.147,1,0.11,6.12e-06,0.663,0.284,0.0619,129.969,4,death-metal
3MjPdZbYSgzAXjX1ScbSbu,Gruzja,Vulgator (Priest Simulator Ost),Game Over,21,271255,True,0.619,0.865,9,-4.709,1,0.0624,0.0448,0.591,0.126,0.504,129.946,4,black-metal
4ToRjW6d1RCptxXmdtl28a,Winds of Plague,Against the World,Drop the Match,22,214720,False,0.215,0.894,6,-5.774,0,0.125,3.63e-05,0.0713,0.276,0.35,199.794,4,death-metal
4IUx4rx5SGWSodHpaSvBFO,Nightwish,Hell Rock 2022,End Of All Hope,30,233800,False,0.477,0.946,5,-6.734,1,0.043,6.14e-05,0.0271,0.333,0.559,79.945,4,symphonic-metal
7bw1XVQuxg9SmXsoaBWcjJ,Cruel Force,The Rise Of Satanic Might,Queen Of Heresy,19,216213,True,0.188,0.984,6,-5.223,1,0.0945,1.62e-06,0.847,0.195,0.446,186.646,4,black-metal
7B8vbKyeFTqxCVKvq0nJdt,In The Burial,Lamentations: Of Deceit & Redemption,In Linear Lights,23,478760,False,0.159,0.944,5,-5.807,1,0.0843,0.000388,0.135,0.0925,0.0375,99.721,4,black-metal
4ABDFuZgqdg9X8Rw02WfYF,Nightwish,Spooky Scary Season,The Phantom Of The Opera,1,248240,False,0.433,0.848,5,-6.92,0,0.0496,6.53e-06,0.0316,0.0982,0.324,131.9,4,symphonic-metal
3nzC7h6uULmlCuLHoeMGJ7,Bleed From Within,Shrine,Levitate,53,270800,True,0.34,0.977,4,-4.947,0,0.145,0.000311,0.468,0.104,0.118,152.056,4,death-metal
1WAafipEtn2pAtHYBkBnk6,George Jones;Merle Haggard,"Kickin' Out The Footlights... Again: Jones Sings Haggard, Haggard Sings Jones","Sick, Sober & Sorry",13,185786,False,0.486,0.565,7,-10.279,1,0.0458,0.493,1.11e-05,0.108,0.778,199.911,4,symphonic-metal
1WAYqvDM2RIEZyrU8sDbVQ,Emmure,Goodbye To The Gallows,"When Everything Goes Wrong, Take The Easy Way Out",22,242213,False,0.338,0.58,0,-8.493,0,0.0597,0.000716,0.505,0.0797,0.0353,81.285,4,death-metal
2fqzTsHIOdvb0v1GFawwUW,Djevel,Tanker Som Rir Natten,"Vinger som tok oss over en brennende himmel, vinger som tok oss hjem",15,760138,False,0.254,0.67,0,-4.519,1,0.124,6.71e-05,0.696,0.133,0.196,90.286,4,black-metal
2ZYzHk9xJsGuj7BVtmnyrG,Epica,Design Your Universe,Incentive,22,254905,False,0.612,0.967,7,-5.059,1,0.0778,0.00109,0.396,0.0624,0.302,113.895,4,symphonic-metal
3pJIlfJpdSYDSjjs5tVWSZ,Yoth Iria,As The Flame Withers,The Great Hunter,34,263454,False,0.145,0.971,6,-4.928,0,0.12,6.89e-06,0.246,0.307,0.0887,199.903,4,black-metal
6TYQRlRci6AkVrN9a5C7ne,Black Sabbath,Paranoid,War Pigs (2009 - Remaster),33,475000,False,0.369,0.679,6,-9.729,0,0.0742,0.128,0.0125,0.197,0.508,91.883,4,thrash-metal
6us7QqYJGMGZqej8dKCFGC,Bury Your Dead,Cover Your Tracks,Mission: Impossible,21,162973,True,0.307,0.976,2,-3.552,0,0.279,3.28e-05,0.0106,0.311,0.488,83.527,4,death-metal
1u2kXFKLaZu0VEpwBy3oQO,Therion,Leviathan,Aži Dahāka,23,186635,False,0.359,0.87,9,-11.567,0,0.0641,0.000486,0.00031,0.103,0.264,186.046,4,symphonic-metal
5KsKRVuyqD7AvNdpZf0T9g,Anaal Nathrakh,Endarkenment,Punish Them,21,217773,False,0.193,0.696,6,-4.937,1,0.0907,1.06e-06,0.789,0.227,0.0737,170.061,4,death-metal
799XxzSlWNYkuWJxUbuGnF,Metallica,"Stranger Things: Soundtrack from the Netflix Series, Season 4",Master of Puppets,69,514479,False,0.538,0.868,4,-7.357,0,0.0377,0.000599,0.482,0.199,0.556,105.164,4,thrash-metal
1L6yEgyroIBQ5dpJRyDs13,Alcest,Spiritual Instinct,Le miroir,38,331048,False,0.237,0.562,3,-11.456,0,0.0285,0.0915,0.815,0.121,0.14,89.009,3,black-metal
0P1bhrbR7Jgqfj8M7lPt8T,Norma Jean,Meridional,Falling From The Sky: Day Seven,23,377373,False,0.238,0.746,10,-7.64,0,0.0626,0.00183,0.63,0.141,0.177,133.838,4,death-metal
61AvbHObN4MjfUpJOcOMc0,Rotting Christ,Thy Mighty Contract (Re-issue),Dive the Deepest Abyss,18,350293,False,0.454,0.981,2,-6.525,1,0.169,0.0126,0.741,0.375,0.243,141.338,4,black-metal
2QW96nCbErC7LypG6k7Yv1,Carach Angren,Lammendam,Phobic Shadows and Moonlit Meadows,17,414866,False,0.199,0.942,5,-5.304,1,0.0804,1.36e-05,0.236,0.288,0.152,151.757,4,black-metal
35G3OPh6mgKHN9I0W76Ybi,Sargeist,Let the Devil In,As Darkness Tears the World Apart,17,235440,True,0.127,0.971,7,-6.834,0,0.0872,2.27e-06,0.931,0.0727,0.0244,84.483,4,black-metal
6R9j9XEisGCoIE8r8UtbiS,Nightwish,Imaginaerum,Last Ride of the Day,53,271120,False,0.448,0.951,2,-3.391,0,0.0522,0.00247,0.0,0.0862,0.581,161.974,3,symphonic-metal
755bvJDSA3LNcNuFgBT9LK,Black Sabbath,Paranoid,Iron Man (2009 - Remaster),37,354213,False,0.334,0.828,9,-9.168,1,0.0985,0.00312,0.0043,0.0949,0.515,157.891,4,thrash-metal
